-0.39	0.73	0.52	0.74	0.47	0.46	0.47	0.97	-0.34	-0.21	0.89	0.14	
-0.39	0.72	0.50	0.70	0.47	0.47	0.42	0.95	-0.34	-0.21	0.89	0.13	
-0.40	0.70	0.50	0.65	0.49	0.47	0.31	0.96	-0.34	-0.22	0.88	0.14	
-0.40	0.71	0.49	0.66	0.51	0.47	0.31	0.96	-0.33	-0.21	0.90	0.15	
-0.39	0.71	0.53	0.75	0.47	0.50	0.44	0.95	-0.34	-0.21	0.89	0.15	
-0.39	0.71	0.53	0.68	0.49	0.48	0.49	0.96	-0.33	-0.22	0.89	0.14	
-0.40	0.71	0.52	0.69	0.50	0.49	0.40	0.95	-0.34	-0.21	0.89	0.13	
-0.40	0.71	0.50	0.69	0.48	0.46	0.29	0.97	-0.34	-0.22	0.89	0.15	
-0.40	0.70	0.51	0.67	0.53	0.47	0.33	0.96	-0.35	-0.21	0.89	0.14	
-0.41	0.70	0.50	0.67	0.48	0.48	0.46	0.97	-0.34	-0.21	0.90	0.14	
-0.40	0.70	0.52	0.68	0.49	0.48	0.47	0.97	-0.35	-0.21	0.87	0.13	
-0.40	0.71	0.51	0.69	0.50	0.47	0.36	0.96	-0.34	-0.21	0.88	0.11	
-0.41	0.71	0.52	0.70	0.49	0.45	0.27	0.96	-0.35	-0.21	0.90	0.15	
-0.41	0.71	0.52	0.77	0.48	0.47	0.37	0.96	-0.31	-0.22	0.89	0.11	
-0.41	0.71	0.53	0.61	0.51	0.49	0.48	0.97	-0.35	-0.21	0.87	0.13	
-0.40	0.71	0.51	0.75	0.46	0.46	0.44	0.96	-0.34	-0.22	0.89	0.16	
-0.41	0.71	0.50	0.69	0.48	0.48	0.32	0.96	-0.34	-0.22	0.87	0.15	
-0.40	0.71	0.51	0.70	0.49	0.48	0.31	0.96	-0.34	-0.22	0.87	0.14	
-0.39	0.72	0.51	0.65	0.48	0.48	0.42	0.96	-0.33	-0.22	0.89	0.14	
-0.40	0.72	0.50	0.72	0.51	0.46	0.49	0.96	-0.34	-0.21	0.88	0.12	
-0.41	0.71	0.53	0.69	0.47	0.49	0.41	0.96	-0.34	-0.21	0.88	0.12	
-0.40	0.72	0.52	0.67	0.48	0.48	0.30	0.96	-0.34	-0.22	0.89	0.14	
-0.41	0.71	0.52	0.70	0.47	0.45	0.32	0.96	-0.34	-0.21	0.90	0.12	
-0.39	0.71	0.54	0.64	0.48	0.49	0.46	0.97	-0.32	-0.22	0.88	0.14	
-0.42	0.69	0.53	0.68	0.47	0.48	0.49	0.98	-0.34	-0.21	0.90	0.14	
-0.42	0.69	0.53	0.71	0.46	0.50	0.38	0.95	-0.35	-0.21	0.89	0.14	
-0.40	0.70	0.53	0.66	0.49	0.49	0.30	0.95	-0.35	-0.21	0.87	0.15	
-0.42	0.71	0.52	0.68	0.48	0.48	0.37	0.97	-0.34	-0.21	0.90	0.12	
-0.41	0.71	0.51	0.67	0.47	0.48	0.47	0.97	-0.34	-0.21	0.89	0.15	
-0.41	0.71	0.52	0.68	0.49	0.49	0.45	0.97	-0.34	-0.21	0.90	0.16	
-0.39	0.72	0.55	0.73	0.46	0.47	0.33	0.99	-0.34	-0.21	0.90	0.11	
-0.62	0.72	0.63	0.67	0.47	0.49	0.31	0.96	-0.25	-0.20	0.90	0.13	
-0.63	0.98	0.45	0.67	0.49	0.48	0.40	0.98	-0.29	-0.22	0.87	0.14	
-0.60	-0.03	0.21	0.72	0.50	0.48	0.49	0.98	-0.35	-0.16	0.92	0.16	
-0.59	-0.35	0.34	0.68	0.43	0.48	0.41	0.98	-0.34	-0.19	0.90	0.17	
-0.43	0.02	0.67	0.72	0.48	0.48	0.31	0.96	-0.35	-0.17	0.86	0.20	
-0.77	0.28	0.77	0.70	0.48	0.48	0.33	0.95	-0.38	-0.17	0.86	0.18	
-0.96	0.35	0.62	0.80	0.48	0.46	0.43	0.95	-0.36	-0.17	0.87	0.17	
-0.88	0.01	0.38	0.68	0.41	0.48	0.48	0.98	-0.38	-0.17	0.88	0.19	
-1.05	0.23	0.58	0.72	0.46	0.49	0.39	0.98	-0.39	-0.19	0.88	0.18	
